47,470588,385938,121.781,0.001757,0.002248063829787234,47000000,1751,2335,9919,1591,1679,1743
48,341530,384896,124.709,0.002441,0.0022520833333333334,48000000,1751,2335,9919,1607,2383,2431
49,540832,385338,127.161,0.001574,0.0022382448979591835,49000000,1735,2319,9855,1423,1495,1559
50,495785,387062,129.178,0.00173,0.00222808,50000000,1727,2319,9855,1559,1639,1719
51,249500,380372,134.079,0.003744,0.0022578039215686275,51000000,1831,2527,9855,3583,3663,3727
52,418235,380737,136.577,0.002139,0.0022555192307692306,52000000,1855,2495,9855,1975,2063,2127
53,476871,382188,138.675,0.001739,0.0022457735849056603,53000000,1831,2479,9727,1575,1663,1727
54,20511,288112,187.427,0.046106,0.003058,54000000,1919,2927,45311,46079,46079,46335
55,490436,289429,190.029,0.00176,0.0030344,55000000,1903,2879,45311,1575,1671,1743
56,44664,263631,212.418,0.022107,0.0033749821428571427,56000000,1975,3263,22143,22015,22143,22143
57,485436,265761,214.478,0.001717,0.0033458947368421054,57000000,1951,3231,22143,1559,1647,1711
58,268528,265808,218.202,0.003409,0.00334698275862069,58000000,2015,3263,22143,3247,3327,3391
59,477326,264447,223.107,0.001772,0.0033202881355932205,59000000,1991,3231,22143,1591,1679,1759
60,16054,210236,285.393,0.061935,0.0042972,60000000,1975,3231,22143,1583,3455,61951
61,197706,210018,290.451,0.004731,0.004304311475409836,61000000,2191,3567,22143,4575,4671,4735
62,484730,211954,292.515,0.00174,0.004262951612903226,62000000,2175,3535,22143,1567,1655,1727
63,38719,197899,318.343,0.02551,0.0046002063492063495,63000000,2319,4383,25471,25343,25471,25599
